timestamp,source_port,destination_port,protocol,length,traffic_direction,packet_rate,data_rate,is_encrypted,destination_device,name,malicious,cpu_usage,memory_usage,disk_usage,network_traffic_in,network_traffic_out,risk_score
2024-08-26T12:05:04.000000Z,10138,62689,UDP,1992,outbound,134,160155,True,Windows server,DDoS,1,74.79,83.79,98.51,2080,3089,7.65
2024-08-26T12:02:14.000000Z,48501,51985,UDP,1628,outbound,393,104869,True,Linux server,DDoS,1,79.08,88.07,70.36,2951,2887,7.25
2024-08-26T12:01:43.000000Z,52411,46180,TCP,1339,outbound,350,369544,True,Linux server,DDoS,1,74.9,90.36,93.72,4334,4384,8.05
2024-08-26T12:02:07.000000Z,8815,46724,TCP,1593,inbound,172,385827,False,Windows server,DDoS,1,89.48,93.08,76.98,2218,2328,7.7
2024-08-26T12:04:20.000000Z,1166,20594,UDP,638,inbound,209,269804,True,Linux server,DDoS,1,72.34,77.57,95.57,4137,3168,7.65
2024-08-26T12:06:10.000000Z,35905,55935,UDP,1830,outbound,494,257677,False,Windows server,DDoS,1,89.63,75.19,72.2,3503,3393,7.7
2024-08-26T12:03:42.000000Z,10217,31623,TCP,865,inbound,204,374538,True,Windows server,DDoS,1,93.54,98.54,76.35,2613,4087,8.15
2024-08-26T12:01:22.000000Z,49932,13979,UDP,1303,outbound,416,114296,False,Windows server,DDoS,1,86.79,85.35,81.53,2435,4358,7.8
2024-08-26T12:04:19.000000Z,35878,37465,TCP,1069,inbound,235,122205,True,Windows server,DDoS,1,89.41,81.24,87.04,3469,2942,7.8
2024-08-26T12:01:07.000000Z,32292,53249,TCP,787,inbound,353,212339,False,Linux server,DDoS,1,96.2,99.32,98.44,4008,4527,8.55
2024-08-26T12:00:03.000000Z,17559,47989,TCP,1234,outbound,302,379343,False,Linux server,DDoS,1,79.29,80.17,86.4,4958,3921,7.75
2024-08-26T12:09:15.000000Z,44713,58880,TCP,605,outbound,289,485985,False,Linux server,DDoS,1,94.21,70.79,77.01,3796,4894,7.95
2024-08-26T12:09:17.000000Z,59418,2849,UDP,535,outbound,205,223741,False,Windows server,DDoS,1,89.35,85.92,96.74,4801,4921,8.1
2024-08-26T12:05:53.000000Z,47227,3590,TCP,1961,inbound,174,148333,False,Windows server,DDoS,1,95.96,78.6,97.48,2534,4111,7.95
2024-08-26T12:00:15.000000Z,6860,27449,UDP,1595,inbound,408,470663,False,Linux server,DDoS,1,83.18,93.59,98.62,3492,4729,8.3
2024-08-26T12:01:35.000000Z,62122,64845,UDP,1560,outbound,154,347271,True,Windows server,DDoS,1,94.0,87.52,80.97,3141,4769,8.25
2024-08-26T12:00:44.000000Z,5702,28931,TCP,1509,inbound,166,189369,True,Linux server,DDoS,1,87.38,74.71,89.88,2855,4100,7.6
2024-08-26T12:02:28.000000Z,51330,8930,UDP,1430,inbound,448,165065,False,Windows server,DDoS,1,94.13,82.33,84.26,3998,3195,8.25
2024-08-26T12:09:33.000000Z,5988,49208,TCP,1533,outbound,240,478327,False,Linux server,DDoS,1,75.4,76.44,78.07,3022,4992,7.45
2024-08-26T12:02:49.000000Z,31150,50024,TCP,735,inbound,272,253069,True,Linux server,DDoS,1,84.21,87.12,94.53,4352,4881,8.1
2024-08-26T12:05:32.000000Z,35218,56142,UDP,1867,outbound,383,204346,False,Linux server,DDoS,1,74.37,76.09,76.54,2089,2733,7.05
2024-08-26T12:01:13.000000Z,27572,20640,TCP,674,inbound,393,404484,False,Windows server,DDoS,1,98.76,75.9,73.47,3189,2638,7.75
2024-08-26T12:02:03.000000Z,54270,12882,TCP,780,outbound,222,381612,True,Linux server,DDoS,1,94.65,95.94,84.2,4346,4350,8.45
2024-08-26T12:05:31.000000Z,27131,9152,UDP,772,inbound,475,254062,False,Linux server,DDoS,1,90.58,93.77,72.48,4164,3450,8.35
2024-08-26T12:03:47.000000Z,22709,23491,UDP,1367,inbound,106,239442,True,Windows server,DDoS,1,85.32,90.87,95.3,2253,4039,8.1
2024-08-26T12:05:00.000000Z,54135,55456,UDP,563,outbound,374,366749,True,Windows server,DDoS,1,97.72,71.22,82.71,3065,4087,8.05
2024-08-26T12:03:08.000000Z,26337,32806,UDP,1872,inbound,134,199811,True,Linux server,DDoS,1,90.66,78.33,72.43,4891,2442,7.75
2024-08-26T12:09:25.000000Z,36223,25757,UDP,1488,outbound,135,358111,True,Windows server,DDoS,1,84.0,87.4,84.18,2736,2397,7.6
2024-08-26T12:02:00.000000Z,43965,58367,TCP,1684,inbound,326,213369,True,Windows server,DDoS,1,79.81,80.68,88.42,2308,4925,7.55
2024-08-26T12:06:27.000000Z,51957,25043,TCP,1012,inbound,118,335843,True,Windows server,DDoS,1,89.13,95.4,95.94,2215,4690,8.1
2024-08-26T12:04:37.000000Z,21147,30899,TCP,1628,inbound,135,157118,False,Linux server,DDoS,1,95.84,71.2,78.46,2930,2631,7.55
2024-08-26T12:01:19.000000Z,33755,5542,TCP,615,outbound,377,427073,True,Windows server,DDoS,1,98.52,96.11,76.29,2991,2802,7.95
2024-08-26T12:00:20.000000Z,16247,12996,TCP,942,inbound,431,149824,False,Linux server,DDoS,1,80.5,86.65,70.85,3554,4968,7.9
2024-08-26T12:09:34.000000Z,57336,12264,UDP,1569,inbound,396,466688,False,Linux server,DDoS,1,79.52,96.14,94.51,4412,4560,8.05
2024-08-26T12:00:37.000000Z,44463,21342,TCP,1465,inbound,349,342913,False,Windows server,DDoS,1,87.44,87.13,85.21,4171,2584,7.8
2024-08-26T12:00:20.000000Z,15548,62558,UDP,1323,inbound,243,401420,True,Linux server,DDoS,1,83.18,98.09,86.59,3372,3691,8.2
2024-08-26T12:08:16.000000Z,5864,12803,TCP,1917,inbound,494,364289,True,Windows server,DDoS,1,75.29,91.99,92.77,3105,3902,8.05
2024-08-26T12:05:16.000000Z,39834,37769,TCP,1615,outbound,123,110056,False,Windows server,DDoS,1,77.52,78.98,86.12,4476,4271,7.55
2024-08-26T12:00:37.000000Z,23883,10597,TCP,862,inbound,221,316953,False,Windows server,DDoS,1,93.02,81.07,71.43,4917,2020,7.95
2024-08-26T12:02:44.000000Z,54071,38514,TCP,1127,outbound,269,225846,False,Windows server,DDoS,1,75.33,74.92,71.7,2290,3493,7.25
2024-08-26T12:06:15.000000Z,58663,43258,UDP,1225,outbound,159,405488,False,Linux server,DDoS,1,70.47,71.3,94.75,2988,4297,7.45
2024-08-26T12:05:44.000000Z,10175,2329,UDP,1269,inbound,461,170156,False,Linux server,DDoS,1,85.94,77.92,97.45,3177,4937,7.9
2024-08-26T12:01:47.000000Z,59171,36478,UDP,977,inbound,474,271341,False,Linux server,DDoS,1,98.46,99.16,89.26,4304,4574,8.45
2024-08-26T12:03:11.000000Z,37958,44734,UDP,1007,outbound,201,164532,False,Linux server,DDoS,1,77.78,74.58,75.9,3009,4501,7.45
2024-08-26T12:09:25.000000Z,6455,64547,TCP,1366,inbound,487,404691,False,Windows server,DDoS,1,80.17,89.05,96.69,4304,4058,8.1
2024-08-26T12:08:40.000000Z,54061,65468,TCP,1876,outbound,455,261551,True,Linux server,DDoS,1,80.87,75.71,88.89,2686,3659,7.6
2024-08-26T12:06:50.000000Z,46516,56029,TCP,1371,outbound,406,215444,False,Linux server,DDoS,1,78.93,97.64,71.24,4285,2693,7.65
2024-08-26T12:09:01.000000Z,60258,42335,UDP,1941,outbound,326,492509,False,Linux server,DDoS,1,93.65,72.52,96.15,4564,2842,7.95
2024-08-26T12:08:10.000000Z,53687,28554,TCP,1157,outbound,383,296260,True,Linux server,DDoS,1,72.18,80.64,80.6,3828,2282,7.55
2024-08-26T12:09:57.000000Z,27632,31899,TCP,584,inbound,457,225746,True,Windows server,DDoS,1,76.3,83.84,84.92,4614,3242,7.75
2024-08-26T12:06:26.000000Z,1748,41275,TCP,1461,inbound,398,370266,False,Linux server,DDoS,1,98.16,81.49,86.44,2323,2231,7.85
2024-08-26T12:01:12.000000Z,21685,23240,UDP,1299,inbound,431,341172,True,Linux server,DDoS,1,71.11,74.39,82.48,3352,3896,7.55
2024-08-26T12:02:12.000000Z,5626,62492,TCP,1698,inbound,111,229724,True,Windows server,DDoS,1,98.58,75.76,70.61,2996,2784,7.55
2024-08-26T12:03:14.000000Z,24656,53246,UDP,883,outbound,378,203191,True,Linux server,DDoS,1,94.97,93.94,89.75,3524,4978,8.45
2024-08-26T12:09:11.000000Z,58598,4300,TCP,939,outbound,122,114888,False,Windows server,DDoS,1,97.52,71.14,86.32,4046,2764,7.85
2024-08-26T12:07:57.000000Z,18376,52276,UDP,1940,inbound,410,189353,True,Linux server,DDoS,1,84.62,88.74,94.14,3416,4326,8.1
2024-08-26T12:02:35.000000Z,39220,29543,TCP,1979,outbound,196,447201,False,Linux server,DDoS,1,89.6,71.24,73.72,3129,3256,7.7
2024-08-26T12:08:05.000000Z,45627,52779,TCP,829,inbound,321,253144,False,Linux server,DDoS,1,73.0,94.59,92.5,3599,3993,8.05
2024-08-26T12:08:53.000000Z,3826,43184,UDP,1909,inbound,113,375257,False,Windows server,DDoS,1,93.12,97.32,87.24,3722,3340,8.45
2024-08-26T12:02:15.000000Z,19529,60882,UDP,1790,inbound,410,484647,False,Windows server,DDoS,1,84.43,82.38,92.48,3074,4992,8.1
2024-08-26T12:02:38.000000Z,41323,48349,TCP,1575,outbound,422,420742,True,Linux server,DDoS,1,74.89,71.27,80.06,4450,3053,7.55
2024-08-26T12:09:37.000000Z,23447,43331,UDP,875,inbound,463,335509,False,Windows server,DDoS,1,95.72,85.81,86.63,4631,4695,8.25
2024-08-26T12:01:18.000000Z,54812,4158,UDP,924,outbound,215,129615,True,Windows server,DDoS,1,96.08,70.41,75.86,4786,4635,7.95
2024-08-26T12:08:46.000000Z,24908,39545,TCP,1749,outbound,132,179881,True,Windows server,DDoS,1,83.03,79.69,75.17,3371,2446,7.5
2024-08-26T12:05:20.000000Z,46476,4709,UDP,977,outbound,387,164377,True,Windows server,DDoS,1,90.68,84.75,84.98,4802,4174,8.25
2024-08-26T12:09:41.000000Z,46451,15396,UDP,750,outbound,290,128678,True,Windows server,DDoS,1,79.49,70.51,95.14,3710,2421,7.45
2024-08-26T12:09:01.000000Z,43426,51001,TCP,1250,outbound,169,486447,False,Linux server,DDoS,1,85.76,70.7,81.56,3398,2184,7.6
2024-08-26T12:02:17.000000Z,5893,44253,TCP,1757,outbound,272,313537,False,Windows server,DDoS,1,80.12,83.78,72.89,4114,4195,7.9
2024-08-26T12:06:30.000000Z,46714,7287,UDP,601,outbound,451,249882,True,Linux server,DDoS,1,83.02,72.28,86.8,3670,2450,7.6
2024-08-26T12:02:18.000000Z,29666,42270,TCP,1753,outbound,280,332093,False,Windows server,DDoS,1,74.88,87.26,73.25,3999,4356,7.65
2024-08-26T12:08:34.000000Z,41565,53038,UDP,893,inbound,170,266278,True,Linux server,DDoS,1,79.27,75.19,71.67,4700,4863,7.45
2024-08-26T12:06:37.000000Z,2664,26525,TCP,781,inbound,383,196939,False,Windows server,DDoS,1,99.87,90.4,92.0,4355,4335,8.55
2024-08-26T12:04:12.000000Z,21875,14082,TCP,1180,outbound,496,439814,False,Linux server,DDoS,1,88.44,84.9,87.56,4016,3721,8.0
2024-08-26T12:06:46.000000Z,51215,7562,TCP,1211,outbound,163,449371,False,Linux server,DDoS,1,94.28,71.28,88.13,2338,3665,7.85
2024-08-26T12:08:06.000000Z,5378,36592,TCP,507,outbound,423,223382,False,Windows server,DDoS,1,75.28,92.68,87.82,4178,4331,7.95
2024-08-26T12:06:12.000000Z,44732,3778,TCP,548,inbound,439,137162,False,Windows server,DDoS,1,90.96,78.26,78.93,3001,3035,7.95
2024-08-26T12:05:58.000000Z,5846,50556,UDP,773,outbound,471,183388,False,Linux server,DDoS,1,80.21,90.0,88.46,4917,4075,8.2
2024-08-26T12:07:18.000000Z,21299,61356,UDP,1792,inbound,480,204665,False,Linux server,DDoS,1,90.03,94.37,82.56,3962,4202,8.45
2024-08-26T12:05:23.000000Z,61190,18952,UDP,1904,outbound,388,371850,False,Windows server,DDoS,1,76.36,96.93,78.65,3620,3401,7.85
2024-08-26T12:07:39.000000Z,32398,22326,TCP,1220,outbound,147,135172,False,Linux server,DDoS,1,85.99,77.07,90.08,4742,3407,7.9
2024-08-26T12:09:51.000000Z,9552,47365,TCP,609,inbound,227,185085,True,Linux server,DDoS,1,86.76,76.75,98.8,3185,2189,7.7
2024-08-26T12:08:36.000000Z,54693,60145,TCP,1871,outbound,316,464799,False,Linux server,DDoS,1,83.07,93.48,80.2,4479,2717,8.0
2024-08-26T12:04:12.000000Z,13635,25154,TCP,1348,inbound,309,378229,False,Linux server,DDoS,1,85.38,98.4,91.03,4364,3233,8.3
2024-08-26T12:01:31.000000Z,25984,34962,UDP,648,inbound,466,120029,False,Windows server,DDoS,1,70.4,80.95,88.13,2517,3058,7.55
2024-08-26T12:00:16.000000Z,58780,11828,UDP,814,inbound,410,363365,False,Linux server,DDoS,1,93.24,71.49,94.04,4099,4518,8.15
2024-08-26T12:00:10.000000Z,40132,29812,UDP,1837,outbound,202,247098,True,Linux server,DDoS,1,85.1,99.56,79.88,3709,4375,8.1
2024-08-26T12:08:08.000000Z,28887,29463,UDP,1400,outbound,120,101177,False,Windows server,DDoS,1,92.66,75.93,94.68,4127,3725,8.15
2024-08-26T12:02:42.000000Z,61653,63158,TCP,1235,inbound,289,133076,False,Linux server,DDoS,1,87.15,71.52,73.78,4344,2623,7.5
2024-08-26T12:05:14.000000Z,62518,12896,TCP,559,outbound,187,213901,False,Windows server,DDoS,1,90.54,71.27,96.41,3270,4492,8.15
2024-08-26T12:08:22.000000Z,48852,2629,TCP,1286,inbound,395,163199,True,Windows server,DDoS,1,80.86,85.37,72.1,3986,3804,7.9
2024-08-26T12:06:02.000000Z,60155,23166,TCP,1402,outbound,456,370975,False,Windows server,DDoS,1,79.05,75.93,86.73,2000,3719,7.35
2024-08-26T12:08:06.000000Z,53700,20543,TCP,1452,inbound,141,284522,True,Windows server,DDoS,1,93.24,73.16,79.34,2486,3870,7.75
2024-08-26T12:08:45.000000Z,50536,32861,TCP,1389,inbound,176,199865,False,Windows server,DDoS,1,95.11,94.44,95.49,2834,3631,8.35
2024-08-26T12:02:34.000000Z,37745,11003,UDP,663,outbound,492,452314,False,Windows server,DDoS,1,79.2,83.75,99.17,4263,4857,7.85
2024-08-26T12:02:46.000000Z,42910,5537,UDP,745,inbound,293,471322,False,Windows server,DDoS,1,76.91,72.1,93.44,2966,4108,7.45
2024-08-26T12:06:06.000000Z,39210,46419,UDP,1963,outbound,122,135193,True,Windows server,DDoS,1,99.83,88.0,85.52,3404,4208,8.25
2024-08-26T12:08:22.000000Z,50326,8386,TCP,1713,inbound,385,334570,True,Windows server,DDoS,1,93.06,84.93,89.57,2080,4686,8.05
2024-08-26T12:03:31.000000Z,20859,13438,UDP,653,inbound,119,259216,True,Linux server,DDoS,1,91.93,74.2,79.43,2989,4913,7.75
2024-08-26T12:03:53.000000Z,14896,60868,UDP,614,inbound,294,234549,True,Windows server,DDoS,1,92.78,88.01,79.94,2048,4080,7.95
2024-08-26T12:02:27.000000Z,47228,10057,UDP,1550,outbound,331,240238,True,Windows server,DDoS,1,91.14,89.72,70.88,4433,4455,8.15
2024-08-26T12:04:59.000000Z,23194,2774,UDP,1641,inbound,415,474428,False,Windows server,DDoS,1,88.88,84.14,99.52,2373,3476,7.9
2024-08-26T12:08:41.000000Z,14880,52099,UDP,856,outbound,450,440794,False,Windows server,DDoS,1,97.06,80.86,89.34,2887,4951,8.05
2024-08-26T12:06:09.000000Z,30800,64411,UDP,552,inbound,457,345736,False,Windows server,DDoS,1,77.1,83.04,86.1,4341,2135,7.55
2024-08-26T12:06:36.000000Z,49749,28858,TCP,891,outbound,424,496446,True,Linux server,DDoS,1,86.7,73.24,88.92,3552,2161,7.6
2024-08-26T12:07:55.000000Z,23617,31417,UDP,1547,outbound,375,409845,False,Linux server,DDoS,1,92.63,80.66,98.89,2787,4898,8.15
2024-08-26T12:03:35.000000Z,10104,41696,UDP,1757,inbound,428,144569,True,Windows server,DDoS,1,77.32,96.35,70.34,2964,3855,7.65
2024-08-26T12:07:14.000000Z,2566,28834,UDP,515,inbound,272,478398,True,Windows server,DDoS,1,77.33,92.0,78.98,2046,4012,7.65
2024-08-26T12:06:34.000000Z,27258,62362,TCP,1539,inbound,253,381329,True,Linux server,DDoS,1,98.32,73.2,71.98,4669,4562,7.95
2024-08-26T12:06:35.000000Z,28555,28505,TCP,773,inbound,212,472793,True,Linux server,DDoS,1,88.06,95.79,93.08,2374,2087,7.9
2024-08-26T12:07:24.000000Z,41399,44136,TCP,657,inbound,346,131726,False,Windows server,DDoS,1,75.79,95.04,75.86,3846,2018,7.65
2024-08-26T12:07:49.000000Z,34503,35627,UDP,1300,outbound,167,339352,True,Linux server,DDoS,1,94.14,95.37,76.21,4501,2972,8.15
2024-08-26T12:04:06.000000Z,29576,35158,UDP,1851,outbound,372,334787,True,Windows server,DDoS,1,84.95,98.0,98.34,3235,3067,8.3
2024-08-26T12:02:39.000000Z,13747,24824,UDP,1943,outbound,201,348076,True,Windows server,DDoS,1,83.38,97.63,92.9,2900,3818,8.1
2024-08-26T12:02:54.000000Z,35040,9201,UDP,1561,inbound,296,259178,False,Windows server,DDoS,1,83.76,70.09,71.69,3731,4280,7.7
2024-08-26T12:03:18.000000Z,36915,38712,UDP,1096,inbound,215,291608,False,Linux server,DDoS,1,92.75,70.28,71.8,2623,4467,7.75
2024-08-26T12:07:04.000000Z,53201,58197,UDP,891,inbound,264,240307,True,Windows server,DDoS,1,98.92,91.87,73.41,2609,2152,7.95
2024-08-26T12:06:50.000000Z,51039,22479,TCP,1683,inbound,275,460904,False,Linux server,DDoS,1,96.83,99.59,79.74,3078,2959,8.15
2024-08-26T12:01:56.000000Z,29405,12876,UDP,1892,inbound,476,279199,False,Windows server,DDoS,1,84.21,83.23,74.75,2785,3565,7.7
2024-08-26T12:08:25.000000Z,29194,29148,TCP,1017,inbound,338,414869,True,Linux server,DDoS,1,98.26,87.15,96.2,2659,4736,8.15
2024-08-26T12:05:58.000000Z,6952,36538,TCP,686,outbound,128,277346,True,Linux server,DDoS,1,92.94,76.71,72.4,3190,3802,7.95
2024-08-26T12:02:27.000000Z,62010,20452,UDP,709,inbound,217,227012,False,Linux server,DDoS,1,95.56,98.3,93.32,3378,3159,8.55
2024-08-26T12:09:31.000000Z,1534,17637,UDP,585,inbound,350,317796,False,Windows server,DDoS,1,79.72,81.92,94.26,4490,4048,7.85
2024-08-26T12:08:20.000000Z,35219,36528,TCP,1252,outbound,120,107893,True,Linux server,DDoS,1,81.62,82.91,81.38,2362,3079,7.8
2024-08-26T12:00:51.000000Z,27614,3508,TCP,1492,outbound,249,166239,True,Windows server,DDoS,1,99.29,75.1,87.39,3140,2117,7.85
2024-08-26T12:06:18.000000Z,52953,21962,UDP,1601,inbound,153,457559,True,Linux server,DDoS,1,70.33,89.12,74.58,2138,3966,7.45
2024-08-26T12:02:40.000000Z,23757,30540,UDP,1869,inbound,125,220981,False,Windows server,DDoS,1,96.42,94.15,96.3,4399,4630,8.55
2024-08-26T12:04:29.000000Z,33528,4204,UDP,1314,outbound,155,353067,True,Linux server,DDoS,1,91.49,82.0,75.84,4225,3309,8.15
